Class name,Description
Grass Healthy,Healthy tones of green forming even landscape structure.
Grass Healthy,Consistent green coating giving soft texture and full look.
Grass Healthy,Soft and leafy coverage evenly layered over the surface.
Grass Healthy,Thick green patchwork showing uniform growth distribution.
Grass Healthy,"Clean, low foliage with soft and lively appearance."
Grass Healthy,"Open land wrapped in dense, fresh vegetation."
Grass Healthy,Leafy terrain filled with consistent shades of green.
Grass Healthy,Green mat of evenly grown upright leaf blades.
Grass Healthy,"Ground filled with soft, healthy and plush greenery."
Grass Healthy,Smooth vegetation spread across ground with bright and glossy hues.
Grass Healthy,"Bright green blanket with no gaps across open, flat terrain."
Grass Healthy,Low vegetation stretches outward with smooth and uniform green tones.
Grass Healthy,Lush foliage lies flat with even thickness and vibrant hues.
Grass Healthy,Soft surface covered in rich green from edge to edge.
Grass Healthy,Compact greenery with balanced height and radiant coloration throughout.
Grass Healthy,"Green texture uniformly wraps the ground in thick, healthy spread."
Grass Healthy,"Smooth, vibrant patches span wide areas with dense leafy cover."
Grass Healthy,"Neatly grown, bright blades arranged in a close-packed formation."
Grass Healthy,Dense clusters provide full green coverage across open field.
Grass Healthy,"Vivid, fresh green tones evenly spaced in close ground clusters."
Grass Healthy,Consistent color and growth forming natural carpet on level surface.
Grass Healthy,Full coverage of healthy plants glowing with natural green hues.
Grass Healthy,Balanced spread of green forming smooth and clean ground layer.
Grass Healthy,Even growth pattern radiating freshness and saturated color tones.
Grass Healthy,"Short, upright vegetation arranged in clean rows and clusters."
Grass Healthy,Glossy green field showing excellent health and even coverage.
Grass Healthy,Carpet-like appearance formed from bright and consistent vegetation growth.
Grass Healthy,"Smooth surface wrapped in neat, thick plant cover."
Grass Healthy,"Thick, upright leaf clusters spreading with fresh green shades."
Grass Healthy,Natural texture with no discoloration or gaps in growth.
Grass Healthy,Clean distribution of vibrant plant matter over large area.
Grass Healthy,Open terrain fully covered with soft and radiant greenery.
Grass Healthy,Broad green sheet with uniform density and height.
Grass Healthy,Continuous leafy layer showing strong and healthy pigment.
Grass Healthy,Balanced foliage structure evenly distributed over visible expanse.
Grass Healthy,Vivid green tone blending into natural landscape seamlessly.
Grass Healthy,Smooth blanket of bright growth with flawless consistency.
Grass Healthy,"Dense green layout covering surface with healthy, upright structure."
Grass Healthy,Vegetation spread in thick clusters across all open regions.
Grass Healthy,Rich color spread evenly across flat terrain in smooth layout.
Grass Healthy,Clean and soft greenery forming lush natural ground cover.
Grass Healthy,Bright leafy growth creating a natural mat over land.
Grass Healthy,Leaf clusters tightly packed to produce full surface coverage.
Grass Healthy,Uniform layer of lush vegetation throughout landscape features.
Grass Healthy,Healthy texture painted in rich green tones and even shapes.
Grass Healthy,Glossy green finish forming plush ground beneath open sky.
Grass Healthy,"Full coverage of terrain in strong, healthy green spread."
Grass Healthy,Balanced green tone maintained across entire visible surface.
Grass Healthy,"Dense leafy growth forming vibrant, continuous patches of greenery."
Grass Healthy,Upright green clusters showing no signs of discoloration or thinning.
Grass Healthy,"Vibrant flatland fully covered in lush, soft vegetation."
Grass Healthy,Wide expanse filled with evenly spaced and radiant foliage.
Grass Healthy,Natural green carpet laid over soil in thick mat.
Grass Healthy,Foliage growing uniformly with vivid and balanced tone.
Grass Healthy,Soft greenery with bright hues creating visual continuity across landscape.
Grass Healthy,Dense and even plant formation throughout the open ground.
Grass Healthy,"Smooth, unbroken surface rich in healthy green color."
Grass Healthy,Continuous fresh green field filled with upright foliage clusters.
Grass Healthy,Leaf blades reflecting natural light in bright and lively tones.
Grass Healthy,"Level plain fully wrapped in glossy, thick vegetation."
Grass Healthy,Close-knit texture with saturated color and steady upright growth.
Grass Healthy,Neatly spread green foliage with no patchiness or bare areas.
Grass Healthy,Low vegetation growing in balanced groups across even terrain.
Grass Healthy,Thick undergrowth with deep pigmentation and dense texture.
Grass Healthy,Uniform coloration and structure over the open natural area.
Grass Healthy,Compact bright leaf clusters covering field in seamless flow.
Grass Healthy,Ground covered with clean and rich vegetation layout.
Grass Healthy,Tidy appearance of short foliage over wide visible range.
Grass Healthy,Smooth bright foliage layout forming consistent field structure.
Grass Healthy,Lively and plush ground layer with saturated green tones.
Grass Healthy,Clear and vibrant natural texture stretching edge to edge.
Grass Healthy,"Thick, neat green surface without disruption or irregular patches."
Grass Healthy,Bright tone and soft texture covering ground uniformly.
Grass Healthy,Fresh vegetation laid out evenly in open surroundings.
Grass Healthy,"Rich, radiant green mat rolled over the earth’s surface."
Grass Healthy,Organized and symmetrical leafy layout in open terrain.
Grass Healthy,Fresh appearance of lush greenery filling every visible inch.
Grass Healthy,Deep natural coloration showing strong and even plant development.
Grass Healthy,"Broad, flat surface with rich tones and leafy fullness."
Grass Healthy,Dense soft ground layer composed of short vibrant foliage.
Grass Healthy,Strong and stable green base spread widely in natural pattern.
Grass Healthy,Even and healthy layout of bright vegetation under open sky.
Grass Healthy,Bright upright blades grouped in soft leafy formations.
Grass Healthy,Balanced shade of green appearing across the entire flatland.
Grass Healthy,Ground covered by lively and bright leafy composition.
Grass Healthy,Radiant and thick clusters forming even coverage throughout.
Grass Healthy,Neatly spaced green growth in tight formations.
Grass Healthy,Glossy leaf surface creating a luminous floor across land.
Grass Healthy,Smooth texture and steady growth in vibrant green color.
Grass Healthy,Consistent green spread forming natural low-lying layer.
Grass Healthy,Surface fully wrapped in fresh and balanced vegetation.
Grass Healthy,Radiant greenery with sharp detail and cohesive structure.
Grass Healthy,Uniform and dense leafy bed covering entire landscape.
Grass Healthy,Continuous patches of vibrant growth across flat terrain.
Grass Healthy,Lush ground layout rich in color and thickness.
Grass Healthy,"Balanced, unbroken layer of healthy bright vegetation."
Grass Healthy,"Soft, plush growth covering surface in smooth, leafy fabric."
Grass Healthy,Bright clusters giving uniform look across open field.
Grass Healthy,Layered green foliage creating a smooth and even blanket.
Grass Healthy,Healthy distribution of thick vegetation on level terrain.
Grass Healthy,Vibrant tone and soft leaf texture across wide open area.
Grass Healthy,Rich coverage of upright blades in a cohesive spread.
Grass Healthy,Low and thick mat of greenery with glossy sheen.
Grass Healthy,Continuous field layout in dense bright green texture.
Grass Healthy,Natural floor created by consistent and lively foliage.
Grass Healthy,Clean soft green with evenly spaced leaf growth.
Grass Healthy,Balanced mat of radiant leaves across landscape floor.
Grass Healthy,Plush green surface extending across full ground coverage.
Grass Healthy,Thick upright formations maintaining full saturation and height.
Grass Healthy,Open area coated in vivid and smooth greenery clusters.
Grass Healthy,Even surface lined with radiant green texture and consistent foliage thickness.
Grass Healthy,"Bright clusters stand upright, displaying rich tones across the whole plain."
Grass Healthy,Ground blanketed in vibrant vegetation with uniform height and coloration.
Grass Healthy,"Soft greenery stretches smoothly, showing no gaps or uneven patches."
Grass Healthy,"Short, lush leaf groups arranged evenly across wide terrain."
Grass Healthy,Balanced pigment and form span from edge to edge naturally.
Grass Healthy,Clean green sheet blanketing surface with uniform structural integrity.
Grass Healthy,Glossy leaf cover reflecting light over full open landscape.
Grass Healthy,Natural green floor extends uninterrupted with strong color and fullness.
Grass Healthy,"Compact leaf growth evenly spread with natural, vibrant coloration."
Grass Healthy,Healthy greenery layered with crisp edges and luminous tones.
Grass Healthy,"Smooth, radiant surface packed densely with upright vegetation."
Grass Healthy,"Ground covered in soft, vivid green with clean visual flow."
Grass Healthy,Green foliage arranged in orderly layers without thinning.
Grass Healthy,Broad vegetation clusters closely packed with rich color and shape.
Grass Healthy,"Light bounces off clean, saturated leaves forming level floor."
Grass Healthy,Strong pigment forms consistent layer across large flat ground.
Grass Healthy,Bright green surface rolls over open area like fabric.
Grass Healthy,Leaf blades stand tall in organized green sections.
Grass Healthy,Dense growth spreads in unbroken rows across level area.
Grass Healthy,Clean edges form bright green surface with uniform growth.
Grass Healthy,Color-rich growth dominates field in a visually consistent pattern.
Grass Healthy,Continuous green texture lies flat and evenly over land.
Grass Healthy,Short foliage with fresh sheen covers field smoothly.
Grass Healthy,Tight leafy patterns appear across bright and full landscape.
Grass Healthy,Vivid natural ground cover formed from thick green blades.
Grass Healthy,Uniformly spaced greenery spreads evenly throughout visible space.
Grass Healthy,Lush natural floor maintains solid color and height balance.
Grass Healthy,Strong texture formed by leaf clusters in perfect symmetry.
Grass Healthy,Deep green field with aligned vegetation structure and tone.
Grass Healthy,Light reflects gently off vibrant surface with stable leaf spread.
Grass Healthy,"Perfectly even terrain wrapped in fresh, healthy green color."
Grass Healthy,Open plain filled with radiant vegetation evenly positioned.
Grass Healthy,Lush visual continuity shaped from low and saturated leaf forms.
Grass Healthy,Leaf surface appears smooth and flawless under sunlight.
Grass Healthy,Wide field filled with balanced pigment and foliage layout.
Grass Healthy,Clean green strip flowing across entire visible surface area.
Grass Healthy,Short vegetation uniformly packed in luminous rows.
Grass Healthy,Saturated ground color without gaps or visible wear.
Grass Healthy,"Fresh, radiant spread of greenery arranged closely."
Grass Healthy,Compact formation of foliage growing evenly outward.
Grass Healthy,Light and soft floor texture made of dense vegetation.
Grass Healthy,Plush plant cover appearing smooth and richly colored.
Grass Healthy,"Ground fully enveloped in soft, dense, green growth."
Grass Healthy,Green surface glowing under open sky with crisp edges.
Grass Healthy,Radiant leaves with upright structure creating uniform texture.
Grass Healthy,Field brightened by lush greenery with no discoloration.
Grass Healthy,Smooth and structured growth across expansive ground layout.
Grass Healthy,"Even field carpeted in neat, saturated green layers."
Grass Healthy,Natural plant texture blending flawlessly across flatland.
Grass Healthy,Color-rich ground formation stretching wide and uninterrupted.
Grass Healthy,Vibrant surface formed from consistent upright vegetation groupings.
Grass Healthy,Uniform rows of leaf growth give balanced green tone.
Grass Healthy,Bright green foundation spread evenly in healthy formations.
Grass Healthy,Radiant vegetation pattern fills terrain with structured density.
Grass Healthy,Thick undergrowth with minimal spacing between plant groups.
Grass Healthy,Foliage height remains steady across all observed sections.
Grass Healthy,Strong color tone spans entire ground area naturally.
Grass Healthy,No visible thinning or patchiness across dense foliage cover.
Grass Healthy,Saturated greenery glows gently with balanced texture.
Grass Healthy,Leaf blades grouped tightly to form plush surface.
Grass Healthy,Wide expanse shows no gaps or dry patches.
Grass Healthy,"Lush natural floor shows radiant, full-body color."
Grass Healthy,Entire field covered in vibrant and neat vegetation spread.
Grass Healthy,"Clear color palette with bright, cohesive leaf structure."
Grass Healthy,Dense plant mat flows seamlessly over entire plain.
Grass Healthy,"Smooth, low-lying green cover maintains visual harmony."
Grass Healthy,"Tightly arranged leafy surface in bright, crisp hues."
Grass Healthy,Green clusters fill land surface without any disorder.
Grass Healthy,"Even leaf coverage creates soft, radiant carpet texture."
Grass Healthy,Full green surface without exposed soil or fading.
Grass Healthy,Short and thick foliage remains evenly distributed.
Grass Healthy,Balanced green tone extending in every direction.
Grass Healthy,Clean and full layout with no visual disruptions.
Grass Healthy,"Thick and bright spread forms calm, unified surface."
Grass Healthy,"Vibrant, seamless mat stretches fully across ground."
Grass Healthy,Lush and structured coverage hugs surface uniformly.
Grass Healthy,Even thickness of greenery visible across entire landscape.
Grass Healthy,Healthy green color saturates entire flat zone.
Grass Healthy,Deep and continuous leaf texture without breaks.
Grass Healthy,Consistent field coloration reflects strong plant structure.
Grass Healthy,Open terrain filled with orderly green growth.
Grass Healthy,Rich green floor shows no sign of damage.
Grass Healthy,Dense and fresh foliage offers unbroken surface.
Grass Healthy,Greenery layers stand with identical height and shape.
Grass Healthy,Smooth color field provides complete ground coverage.
Grass Healthy,Leaf blades grouped symmetrically in consistent green clusters.
Grass Healthy,"Full-body tone across thick, soft vegetation mat."
Grass Healthy,Clean and vibrant plant formation with tight clusters.
Grass Healthy,Even tone and leaf spacing over wide field.
Grass Healthy,Low uniform coverage forming balanced green flooring.
Grass Healthy,Green sheet flows over terrain without fading.
Grass Healthy,"Fresh, evenly spaced growth dominates visible space."
Grass Healthy,Color and form stay constant throughout field.
Grass Healthy,Stable surface of radiant green textures.
Grass Healthy,Foliage density remains unchanged across observed ground.
Grass Healthy,Bright natural mat extends to horizon evenly.
Grass Healthy,"Compact, vivid leaf coverage across all ground zones."
Grass Healthy,Saturated plant surface offering seamless natural blanket.
Grass Healthy,Level vegetation field filled with thick green growth.
Grass Healthy,Leaf clusters spaced regularly without visible variation.
Grass Healthy,Lush green patch with even height and fullness.
Grass Healthy,Radiant and balanced tones on short uniform coverage.
Grass Healthy,Brightly colored floor evenly covered with natural formations.
Grass Healthy,"Wide green area with smooth, healthy finish."
Grass Healthy,Glossy plant surface forming vibrant outdoor carpeting.
Grass Healthy,Evenly packed leaf growth without bare spots.
Grass Healthy,"Surface coated in fresh, clean green clusters."
Grass Healthy,Balanced vegetation structure shines with stable tone.
Grass Healthy,"Complete green stretch across low, smooth terrain."
Grass Healthy,Color and form merge into soft visual field.
Grass Healthy,Perfectly distributed bright green surface across region.
Grass Healthy,Clean texture with deep green saturation.
Grass Healthy,Harmonious leaf spread in tidy surface pattern.
Grass Healthy,"Uniform height across lush, color-rich plant base."
Grass Healthy,Neat and tight leaf arrangements fill space.
Grass Healthy,Bright natural texture forming organized ground layout.
Grass Healthy,Low foliage mass uniformly layered over ground.
Grass Healthy,Radiant green base with steady tone and shape.
Grass Healthy,"Natural field carpeted in full, smooth vegetation layer."
Grass Healthy,Vivid surface of evenly packed greenery.
Grass Healthy,"Vegetation evenly layered in bright, dense texture."
Grass Healthy,Complete surface filled with vibrant natural tones.
Grass Healthy,Lively base formed from full green leaf clusters.
Grass Healthy,Short plant layer forming perfect green uniformity.
Grass Healthy,Balanced vegetation tone stretches evenly into distance.
Grass Healthy,Ground wrapped in continuous green visual plane.
Grass Healthy,"Glossy, soft surface formed from rich plant clusters."
Grass Healthy,Foliage spread evenly across terrain in thick bundles.
Grass Healthy,Bright natural layer blanketing ground in strong color.
Grass Healthy,Smooth vegetative pattern showing zero visible flaws.
Grass Healthy,Uniform color balance within lush outdoor texture.
Grass Healthy,Green field fully covered with tight vegetation layout.
Grass Healthy,"Short, saturated greenery spread without inconsistency."
Grass Healthy,"Vivid hue paired with low, stable vegetation."
Grass Healthy,Plant groupings appear identical in height and spacing.
Grass Healthy,Surface entirely occupied by dense green structure.
Grass Healthy,Fresh green mat dominates wide natural surface.
Grass Healthy,Neatly formed vegetation coating entire field evenly.
Grass Healthy,"Crisp, full foliage creates soft, glowing terrain."
Grass Healthy,Radiant leaf growth forms seamless open ground cover.
Grass Healthy,"Strong green layout across low, structured clusters."
Grass Healthy,Foliage formations align to build natural green spread.
Grass Healthy,Level field adorned with perfect green texture.
Grass Healthy,Organized surface filled with bright and clean plant growth.
Grass Stressed,Patchy yellow strands scattered across unevenly dry compacted soil patches.
Grass Stressed,"Brittle blades curl under heat, faded in muted tan tones."
Grass Stressed,Pale stalks lean loosely without uniform shape or upright posture.
Grass Stressed,Dull green strips interrupted by brown and bare sandy segments.
Grass Stressed,Withered vegetation forms thin mats across cracked dusty terrain.
Grass Stressed,Faded patches form irregular patterns across sun-exposed surfaces.
Grass Stressed,"Yellow-green hues dominate uneven, sparse surface coverage."
Grass Stressed,Fragile fibers cling to soil with uneven distribution patterns.
Grass Stressed,Distinct brown streaks interrupt once-uniform grassy areas.
Grass Stressed,Sparse cover broken by exposed dirt and decomposed matter.
Grass Stressed,Discolored stems reflect lack of moisture and reduced vitality.
Grass Stressed,Wispy strands tilt flat against the parched landscape.
Grass Stressed,Surface dotted with shriveled blades and greyed organic remains.
Grass Stressed,"Weak growth creates a blotchy, inconsistent ground appearance."
Grass Stressed,"Patches lack vibrancy, shifting toward straw-like tones."
Grass Stressed,Faint green lingers among widespread beige and golden streaks.
Grass Stressed,Spread of vegetation appears interrupted and uneven across terrain.
Grass Stressed,Earth exposed beneath thinning strands and clustered remnants.
Grass Stressed,Fine blades lack color and cohesion over dry surfaces.
Grass Stressed,Flecks of brown spread over lighter base tones.
Grass Stressed,Ground layer shows diminished density and color saturation.
Grass Stressed,Leaf fragments broken and curled in mixed green-yellow layers.
Grass Stressed,Scattered stalks leave gaps along the base substrate.
Grass Stressed,Diminished clusters fail to form continuous ground carpet.
Grass Stressed,Pale vegetation offers little contrast to dusty background.
Grass Stressed,"Broken texture seen in low, brittle linear patterns."
Grass Stressed,Subdued fibers blend with the terrain's faded natural palette.
Grass Stressed,"Sparse growth features small, interspersed lifeless tufts."
Grass Stressed,"Top layer appears dry, rough, and inconsistently colored."
Grass Stressed,Spread of muted tones forms erratic visual composition.
Grass Stressed,Color shifts from olive green to dusty ochre bands.
Grass Stressed,Parched surface flecked with fragmented organic debris.
Grass Stressed,Loose layering reveals underlying soil and rock features.
Grass Stressed,Small clumps form isolated patches over pale sediment.
Grass Stressed,"Coverage weakens toward edges, revealing pale substrate beneath."
Grass Stressed,Grass-like remnants cling loosely to upper soil crust.
Grass Stressed,"Tinted remnants vary between dull gold, tan, and grey."
Grass Stressed,"Matted material lies compressed, lacking height and vibrancy."
Grass Stressed,"Crumbling blades line irregular, worn footpaths and clearings."
Grass Stressed,Blade tips darkened and twisted in brittle arrangements.
Grass Stressed,Distribution shows no clear symmetry or density pattern.
Grass Stressed,"Clusters spread thin, showing more ground than vegetation."
Grass Stressed,"Growth stagnates with a dry, shriveled appearance."
Grass Stressed,Texture varies drastically between patches of thin coverage.
Grass Stressed,Lighter fibers form scattered streaks along terrain slope.
Grass Stressed,Soil peeks through broken mat of dying strands.
Grass Stressed,"Dry strands taper off into bare, dusty ridges."
Grass Stressed,No moisture sheen seen across dull leafy matter.
Grass Stressed,"Pale tones stretch over sparse, patchwork coverage."
Grass Stressed,Brittle filaments stand loosely along lightly cracked ground.
Grass Stressed,Growth forms jagged outlines over hard-packed soil.
Grass Stressed,Uneven fading from green to beige visible across field.
Grass Stressed,Visible fragmentation across dry vegetative cover and base.
Grass Stressed,Lack of uniformity defines texture and coloration.
Grass Stressed,Crinkled leaf segments hang limp along dry patches.
Grass Stressed,"Sporadic clumps spaced far across firm, dry base."
Grass Stressed,Uneven coloration produces streaked appearance in aerial view.
Grass Stressed,Tufts separated by large swaths of barren ground.
Grass Stressed,Subtle desaturation evident in tangled remnants.
Grass Stressed,Edge decay more pronounced than center vegetation mass.
Grass Stressed,Speckled appearance due to inconsistent stem density.
Grass Stressed,Sparse surface marked by alternating dull shades.
Grass Stressed,"Vegetation appears lifeless, subdued, and loosely gathered."
Grass Stressed,Texture shifts between soft mat and crisp fragmentation.
Grass Stressed,Linear streaks follow terrain slope in faded formation.
Grass Stressed,Strips blend into dust and debris scattered underneath.
Grass Stressed,Disjointed coloration suggests long exposure and minimal recovery.
Grass Stressed,"Overall look lacks cohesion, fullness, or vibrant energy."
Grass Stressed,"Surface looks fragmented, dry, and pale under light."
Grass Stressed,Minimal variation in height among visible strands.
Grass Stressed,"Layers barely rise above surface, flattened and faint."
Grass Stressed,Grey-brown edges mark decay and uneven moisture exposure.
Grass Stressed,Broken clusters indicate drying from center outward.
Grass Stressed,Organic matter visibly thinning across compacted surface layer.
Grass Stressed,Jagged ends and discoloration dominate ground texture.
Grass Stressed,Dry streaks follow faint contours of surrounding terrain.
Grass Stressed,Broken mats form uneven coverage around exposed spots.
Grass Stressed,Patchy clusters show poor density and retention.
Grass Stressed,"Height of stalks generally low, inconsistent, and sparse."
Grass Stressed,Loose fibers settle into soil cracks and shallow grooves.
Grass Stressed,Dust clings to thin surface blades and clumps.
Grass Stressed,Color gradation follows no specific pattern or density.
Grass Stressed,Faint green tones barely visible across most clusters.
Grass Stressed,"Surface shimmer absent, replaced by matte, brittle finishes."
Grass Stressed,"Vegetation fades gently into drier, featureless zones."
Grass Stressed,"Mat growth lacks tightness, openness increases in patch edges."
Grass Stressed,Tangled ends curve outward without upright structure.
Grass Stressed,Rough texture becomes apparent in oblique sunlight.
Grass Stressed,"Soft wind reveals fragile, rustling cover along ridges."
Grass Stressed,Fragmented mats fail to conceal sublayer details.
Grass Stressed,"Individual strands appear dry, stretched, and fragile."
Grass Stressed,"Colors remain washed, faded, and largely monotone."
Grass Stressed,Reduced height and density define overall vegetative presence.
Grass Stressed,Signs of wear and breakdown present across surface.
Grass Stressed,No symmetry or form remains across visible organic matter.
Grass Stressed,Earth shows through in many thin zones.
Grass Stressed,Light impact marks barely disrupt existing surface material.
Grass Stressed,Vegetative patches blend awkwardly into surrounding dry zones.
Grass Stressed,No contrast between vegetation edges and background tone.
Grass Stressed,Long-degraded surface shows signs of persistent stress indicators.
Grass Stressed,Shallow clumps show irregular gaps and widespread surface discoloration patterns.
Grass Stressed,"Dull coloration spread across flat, disjointed vegetation remnants."
Grass Stressed,Sparse remnants lean outward with weak attachment to ground base.
Grass Stressed,"Pale fibers twist irregularly, leaving barren patches underneath."
Grass Stressed,"Lack of lushness gives way to pale, broken layers."
Grass Stressed,"Thin vegetation cover appears flaky, dry, and sparsely distributed."
Grass Stressed,Short brittle filaments stick out randomly over bare terrain.
Grass Stressed,Areas show reduced density with wide openings between remaining clusters.
Grass Stressed,Light brown and beige tones dominate sparse uneven terrain.
Grass Stressed,Dead vegetation fragments mixed with dry sediment clumps and debris.
Grass Stressed,"Compact rootless tufts scattered across dusty, fragmented surface."
Grass Stressed,Patch transitions abruptly from pale yellow to bare ground.
Grass Stressed,Vegetative layer thinned into faded fibrous lines.
Grass Stressed,Gritty soil texture exposed beneath crumbling stalks and segments.
Grass Stressed,Scattered wisps remain where cover was previously dense and uniform.
Grass Stressed,"Lacking saturation, remaining coverage appears thin and inconsistent."
Grass Stressed,Jagged edges of vegetation define worn transitional zones.
Grass Stressed,Scattered dry tufts display fractured spatial arrangement and poor cohesion.
Grass Stressed,Fibrous strands show splitting and curling in multiple directions.
Grass Stressed,Leaf segments twist and fracture along brittle longitudinal lines.
Grass Stressed,Top layer shows color degradation and broken linear strands.
Grass Stressed,Yellow-gray mixtures dominate irregular clusters and sunken patches.
Grass Stressed,Short discolored tufts fill portions of rough patchwork terrain.
Grass Stressed,Crusty ground reveals signs of organic decay and surface exposure.
Grass Stressed,"Base growth appears flat, flaky, and unevenly distributed."
Grass Stressed,Clumps display curled edges and thinning centers.
Grass Stressed,Sparse remnants wither near zones of eroded soil gaps.
Grass Stressed,Disconnected fragments line wide ridges and open depressions.
Grass Stressed,Shallow root presence causes instability and spreading.
Grass Stressed,"Upper sections show signs of curling, fading, and loss."
Grass Stressed,"Organic layer interspersed with dusty, rough-textured soil fragments."
Grass Stressed,Vegetation fails to mask visible surface beneath.
Grass Stressed,"Scattered, non-uniform tufts with faded colorations dominate terrain."
Grass Stressed,"Weak strands clump loosely, bending in different directions."
Grass Stressed,Earth-toned blades flatten over rugged uneven substrate.
Grass Stressed,Widespread yellowing seen throughout irregular patchy areas.
Grass Stressed,Surface coverage declines steadily across ridgelines and dips.
